65,11,9,2,41,24,40,21,40,4,76,12,89,63,34,64,40,23,60,82,48,70,14,51,77,43,57,76,45,20,33,30,26,13,63,26,24,16,46,29,2,43,1,30,36,35,16,14,7,8,1,2,6,23,13,6,21,15,38,16,10,3,46,48,7,46,10,19,77,20,70,24,30,47,77,69,18,34,59,81,20,2,9,40,40,8,2,79,63,60,83,68,79,63,6,64,65,54,89,8,9,6,97,4,87,88,31,76,28,40,71,10,85,64,55,60,59,94,61,59,96,23,65,28,53,72,30,69,38,78,46,8,63,90,48,67,28,5,52,28,25,25,71,11,90,61,86,66,37,26,45,67,72,87,13,98,37,23,84,10,70,98,56,47,33,98,47,69,55,47,13,47,94,49,95,73,38,82,11,49,19,39,80,37,91,35,2,99,62,20,32,26,99,86,7,96,5,36,52,62
97,21,42,71,84,72,36,64,15,71,73,35,16,65,83,82,53,42,63,54,42,22,79,44,96,62,74,23,71,96,31,86,17,53,100,87,49,73,61,90,75,78,67,66,59,75,72,74,87,95,95,95,80,84,89,82,83,51,54,100,75,33,87,44,28,75,24,94,74,99,73,88,42,24,96,51,20,11,31,34,85,80,32,26,33,71,15,92,78,73,81,49,2,27,99,13,35,2,12,92,44,69,62,37,65,39,25,78,31,90,100,55,92,19,48,25,73,45,82,72,13,81,70,81,26,44,49,74,2,81,29,2,71,0,52,39,2,62,19,35,86,1,35,50,59,54,1,26,54,86,30,6,78,99,69,27,64,21,88,50,100,44,58,76,3,67,30,94,64,42,94,33,80,13,92,90,1,86,82,5,88,40,15,56,77,26,63,39,50,21,50,23,26,52,88,24,44,21,7,74
75,57,66,77,54,10,89,53,13,42,99,11,75,2,45,94,65,22,82,75,39,47,27,99,100,82,68,35,35,71,87,35,67,30,56,85,95,66,61,72,62,48,92,60,83,71,71,99,84,100,97,95,88,97,93,77,79,83,89,85,93,60,52,27,98,57,49,20,81,24,52,37,39,57,77,50,28,22,67,46,88,67,82,11,93,22,6,77,10,7,56,18,63,97,39,32,33,82,8,71,43,59,92,25,42,80,48,65,80,88,26,100,33,63,5,28,68,90,71,29,74,83,34,63,89,9,59,41,66,81,86,78,35,88,31,0,80,74,68,16,83,9,95,20,64,37,73,19,63,9,77,17,0,77,87,23,84,16,57,33,33,100,61,45,39,13,97,60,17,68,63,29,71,74,20,0,46,8,83,15,67,44,78,94,26,24,18,72,19,47,82,33,78,84,47,51,16,72,26,96
95,82,36,50,34,23,40,37,89,9,4,94,8,46,45,94,59,37,32,78,20,15,57,62,80,76,25,87,12,56,37,69,77,98,72,66,38,78,98,85,46,50,71,51,75,88,80,94,99,96,95,92,82,73,78,77,53,92,94,63,72,48,58,66,77,52,64,42,87,84,31,85,42,100,99,36,67,91,60,10,6,65,26,89,77,17,38,53,83,90,95,89,8,31,69,1,11,78,36,92,56,13,65,28,57,4,97,18,41,97,94,10,68,14,26,19,63,68,90,79,19,2,58,80,42,69,5,12,22,53,70,9,11,52,42,73,33,76,50,86,61,18,76,88,66,41,10,10,74,7,37,21,66,92,41,44,49,14,36,98,22,42,47,84,24,86,13,39,35,68,11,11,46,90,75,11,73,74,22,93,40,20,35,12,12,59,100,16,66,1,88,95,29,65,34,2,61,90,99,26
46,87,49,45,71,88,30,89,23,11,67,7,29,18,8,85,23,90,65,67,39,42,75,66,9,48,97,28,75,100,98,48,31,93,44,77,35,47,91,99,58,83,78,61,66,97,81,88,96,86,99,87,79,81,78,92,65,48,99,45,66,78,91,32,36,56,94,60,21,95,64,46,20,28,27,46,60,10,90,95,28,99,7,87,5,21,91,67,100,52,25,79,8,52,32,99,29,83,6,49,22,66,47,75,81,45,20,61,76,55,39,64,43,62,10,17,89,31,44,16,0,99,83,1,82,80,99,19,5,56,39,74,11,55,38,43,47,80,77,3,84,89,10,91,91,75,6,72,56,24,96,67,55,45,63,98,35,12,31,71,20,8,17,36,8,37,0,49,94,32,0,2,32,48,39,53,53,73,72,83,97,94,49,26,96,69,40,76,43,83,15,80,54,4,74,41,59,25,11,52
32,42,97,55,17,67,83,97,90,5,43,35,84,48,82,96,1,79,85,48,30,25,10,2,16,4,9,18,9,3,78,34,46,86,14,57,63,19,23,7,47,3,83,57,36,33,59,48,25,6,37,11,84,36,10,87,41,64,55,61,10,91,85,50,12,100,37,56,38,9,44,68,89,23,7,44,31,27,71,17,53,50,24,79,86,26,33,51,8,31,8,15,31,94,70,53,59,95,49,95,30,49,14,61,34,31,33,81,72,14,2,4,50,34,59,96,99,68,41,2,77,6,48,95,4,96,79,79,73,37,75,18,74,43,50,16,45,6,66,49,53,5,93,64,71,52,89,88,56,60,73,58,79,55,87,79,52,21,73,42,47,74,11,36,69,75,12,13,25,86,45,62,64,6,10,79,57,84,29,1,1,8,3,27,62,2,70,7,57,5,7,93,93,55,54,24,78,92,2,14
47,85,21,57,65,52,97,66,91,26,55,72,82,74,42,36,15,21,87,88,57,9,89,32,90,27,51,72,30,64,80,39,9,1,35,4,5,30,14,8,51,6,46,61,67,22,69,96,47,99,80,79,52,9,6,1,53,96,33,73,37,32,92,34,91,36,19,85,10,65,58,40,72,61,7,80,8,5,31,3,88,84,36,33,20,38,23,80,27,54,85,12,24,38,12,45,32,12,5,83,11,98,3,43,34,50,4,90,22,71,32,21,77,1,12,33,95,23,93,79,49,88,55,34,42,37,71,16,77,79,9,55,18,76,35,10,9,66,5,5,23,37,1,19,31,31,10,9,15,7,1,6,1,6,2,2,36,28,35,17,11,7,52,27,40,1,68,55,81,46,79,32,48,70,80,3,79,39,31,58,59,18,40,66,93,65,45,83,3,30,75,31,68,24,77,43,94,43,25,48
44,96,37,41,93,39,59,82,34,40,13,36,8,2,67,100,48,39,82,94,52,83,73,28,52,61,97,81,87,22,76,100,40,64,77,47,72,59,5,84,56,25,30,98,51,94,47,70,29,55,26,87,91,25,3,56,20,97,49,69,24,36,90,94,45,21,93,72,39,80,63,17,89,48,7,10,8,74,89,36,87,21,64,67,31,40,19,17,86,39,34,7,44,13,59,80,28,29,78,23,66,60,20,17,70,29,70,28,7,32,80,64,87,38,14,42,98,63,23,61,89,91,44,64,88,17,100,13,23,91,80,76,50,50,99,11,57,7,89,22,24,4,79,61,27,7,93,66,71,92,16,65,50,94,11,20,90,27,84,62,29,6,12,57,57,96,34,9,68,8,26,61,18,38,58,25,62,72,23,58,5,47,96,44,52,26,9,76,4,7,31,83,40,59,45,17,51,17,75,59
86,52,50,32,12,61,98,66,43,88,25,8,17,4,32,51,54,16,5,25,84,24,4,61,89,63,65,73,86,44,52,90,42,51,23,57,32,62,21,2,73,27,28,81,68,77,3,8,62,61,29,77,50,39,89,33,33,35,50,54,67,5,93,74,97,92,95,1,91,29,25,33,26,32,38,29,39,45,74,86,96,57,22,60,35,1,59,25,52,88,52,62,32,71,27,48,49,72,89,95,21,2,29,30,92,2,73,16,36,29,8,60,85,26,47,33,39,50,75,58,78,48,91,70,85,33,65,47,3,30,79,39,57,56,58,9,68,65,4,60,33,2,49,41,11,33,13,23,12,8,1,1,16,18,15,5,26,31,22,48,60,32,26,3,21,44,68,35,74,56,7,40,7,53,70,39,5,13,76,66,52,73,95,22,75,59,68,95,75,90,54,94,9,16,14,52,90,32,10,68
100,88,72,92,72,98,69,53,59,24,13,63,26,99,11,64,25,92,92,10,27,23,84,74,52,84,94,30,29,90,19,100,72,80,83,16,47,77,13,30,63,85,69,37,42,2,75,67,40,14,89,54,48,26,40,73,69,58,82,60,57,25,7,13,61,1,40,59,7,41,40,82,9,51,67,27,46,35,89,31,55,59,54,51,13,30,94,93,38,9,25,25,42,95,40,73,8,75,26,80,83,86,90,23,20,27,96,35,44,8,27,80,22,26,53,54,84,13,58,6,72,36,92,75,30,41,60,7,24,39,73,15,76,97,35,13,30,39,81,50,79,33,56,74,19,74,31,2,97,72,16,25,36,96,92,65,72,70,47,37,9,43,35,14,7,8,19,21,6,39,88,23,71,61,80,48,9,19,17,90,30,30,8,34,91,3,72,64,81,78,57,47,51,37,74,20,30,73,55,18
51,49,74,9,29,73,33,53,94,51,13,63,85,66,57,94,82,42,14,71,49,9,81,60,57,69,70,36,78,42,49,76,43,61,68,71,97,100,74,73,70,57,65,58,90,65,76,83,95,98,99,95,86,97,90,79,73,82,52,87,59,97,48,40,27,98,67,76,97,51,59,57,64,79,47,41,33,21,68,66,11,41,51,48,83,89,10,49,36,70,32,40,96,97,88,58,65,54,42,15,79,58,100,49,3,81,79,91,73,68,61,27,26,58,75,44,72,17,7,82,44,94,32,44,61,53,13,2,78,36,95,15,39,36,15,42,32,45,5,34,67,90,42,46,14,3,3,16,63,62,77,83,34,78,83,57,44,71,96,45,43,73,14,78,74,66,84,38,23,38,81,58,48,28,59,4,54,84,63,96,21,45,8,6,33,39,22,16,64,15,1,25,27,17,4,48,19,80,79,98
78,25,25,37,98,62,31,68,91,41,1,49,23,56,65,51,78,73,11,89,29,19,33,14,4,21,92,28,81,39,90,47,77,74,39,6,77,33,9,82,73,30,69,48,57,90,23,70,74,40,97,96,50,11,69,86,47,70,10,89,89,79,65,30,72,83,31,44,60,5,97,41,17,15,32,36,83,55,92,42,33,92,47,66,93,18,66,7,53,22,11,56,45,23,69,26,35,27,53,46,4,9,57,74,48,5,92,73,45,51,68,57,18,70,81,88,70,33,3,48,55,47,56,31,85,77,72,81,28,6,28,24,67,60,64,85,24,86,21,67,26,44,28,55,28,66,18,53,100,96,51,97,29,66,94,24,47,95,90,5,42,54,74,32,95,30,80,19,29,94,78,64,61,91,53,29,19,22,55,48,61,50,38,72,28,12,72,36,71,32,84,25,18,65,89,33,78,79,60,77
42,50,34,58,25,28,29,16,18,41,70,45,28,50,51,36,57,56,20,53,92,24,50,20,28,23,88,44,48,48,54,69,48,80,74,81,77,84,65,49,44,84,59,95,56,75,67,88,81,86,96,97,82,83,86,87,98,55,99,78,98,95,93,64,51,80,44,29,80,73,48,72,79,33,70,72,60,36,77,10,59,4,39,46,21,46,66,46,90,64,54,35,1,94,100,71,58,44,4,71,94,26,8,92,29,32,74,11,95,38,45,17,6,75,72,58,52,74,61,50,9,41,59,89,26,6,22,60,81,84,75,0,81,40,95,20,18,11,7,5,39,16,89,79,17,90,56,3,44,13,42,38,71,20,60,28,86,55,65,35,28,30,15,28,84,2,81,62,26,24,37,60,53,78,77,52,39,25,25,71,44,88,32,17,19,85,72,21,6,36,59,75,37,0,97,76,97,41,33,33
88,7,23,73,42,29,23,52,40,38,86,16,34,79,56,7,12,50,37,43,11,66,77,64,24,64,78,24,12,45,44,87,90,63,79,16,98,47,51,61,60,7,48,51,33,48,45,69,28,82,24,61,55,2,82,27,63,55,43,45,79,98,75,17,79,73,38,93,18,95,52,88,10,9,41,44,55,89,67,3,54,2,32,98,64,59,59,29,38,92,56,38,57,14,40,32,17,3,60,11,27,50,97,33,38,4,58,62,61,49,9,36,85,97,10,21,46,91,19,83,48,39,9,15,5,50,94,57,53,82,88,40,44,2,69,25,64,9,39,25,5,35,22,94,14,93,74,76,70,4,56,15,43,88,89,80,85,22,82,50,95,65,58,41,5,44,59,32,52,40,91,86,73,14,81,82,9,28,62,34,78,40,80,67,74,38,21,31,59,3,36,21,50,93,42,91,73,25,78,48
35,61,74,58,60,87,47,84,50,96,16,11,91,31,61,64,54,57,41,77,22,8,29,45,52,81,87,17,3,55,55,38,63,77,42,45,38,5,45,97,93,21,57,61,64,25,81,85,4,84,30,84,58,71,69,19,15,99,66,58,1,18,98,47,67,46,16,26,13,34,90,17,78,14,28,21,98,97,42,52,60,42,63,53,42,6,60,61,18,8,42,98,56,88,49,88,38,16,58,75,27,98,64,38,1,71,16,34,54,48,60,42,11,43,54,5,18,29,22,11,27,59,37,38,32,11,89,82,14,13,47,40,80,59,8,53,27,58,48,33,33,14,44,16,8,29,19,3,6,7,1,3,6,2,15,25,30,41,6,44,36,45,51,4,13,33,5,65,36,54,51,13,67,80,85,13,18,38,75,25,80,11,51,22,88,87,86,35,37,82,17,5,27,76,88,44,33,61,21,26
52,7,73,88,27,24,54,62,94,72,53,17,37,58,34,52,4,7,91,98,3,7,28,88,1,44,42,29,78,56,57,79,67,44,14,53,52,22,75,61,39,21,8,19,1,89,49,45,69,66,19,96,90,24,43,43,18,69,34,85,91,22,64,86,10,41,47,68,67,59,24,33,62,95,85,17,71,42,9,59,88,77,33,46,86,59,27,41,25,95,57,80,35,7,26,89,34,59,99,36,16,1,31,95,38,82,67,96,48,74,35,32,48,97,26,61,47,80,87,3,67,32,82,28,48,59,4,60,56,9,6,58,19,77,30,65,25,65,49,56,16,7,39,1,11,28,27,17,9,9,1,9,8,6,23,18,18,32,9,6,30,15,2,11,56,23,62,58,8,33,69,64,73,43,89,68,29,43,72,7,51,11,84,68,30,24,62,75,83,53,82,43,77,85,48,10,58,5,26,66
14,39,54,10,75,21,74,37,29,17,56,8,19,78,59,36,5,14,21,91,80,12,38,11,36,92,100,49,17,39,88,78,30,47,82,64,40,48,69,51,86,80,97,59,70,68,74,84,89,89,98,100,78,83,87,61,99,74,89,99,78,95,77,77,59,76,54,97,28,37,30,32,58,86,48,62,99,69,71,100,49,29,46,12,43,38,4,15,93,6,86,48,88,66,61,72,20,24,77,20,0,70,77,27,74,21,100,63,0,44,83,74,28,87,23,91,58,70,71,5,65,39,72,23,96,45,96,89,41,61,22,30,2,41,14,6,57,75,100,95,91,55,34,89,55,81,53,55,25,43,94,58,86,23,39,97,13,15,90,45,32,59,26,51,14,26,25,99,14,81,69,21,66,73,44,70,26,69,11,14,3,36,13,97,71,23,12,85,31,95,25,20,18,19,0,0,41,83,70,93
61,34,64,87,21,70,84,38,31,66,86,57,50,20,27,67,49,15,27,53,22,82,46,6,16,2,14,55,19,26,30,21,49,23,17,30,73,34,41,3,32,38,35,28,22,20,5,4,14,3,1,6,17,1,20,10,17,37,11,42,25,38,67,67,32,5,8,41,20,75,18,85,51,29,47,56,54,37,13,75,29,35,56,27,82,40,69,34,48,65,84,93,29,63,13,51,69,73,76,46,23,56,16,72,55,32,49,83,83,5,44,63,19,12,54,42,25,30,4,48,23,70,77,83,14,69,5,11,82,49,27,66,55,2,24,10,14,91,3,44,12,27,83,34,4,52,11,26,78,94,82,48,49,19,10,71,49,56,86,9,29,10,77,84,87,6,85,68,12,24,43,3,79,41,48,57,52,83,63,81,6,32,46,82,27,53,78,70,28,49,86,23,9,71,37,17,19,94,13,70
12,88,53,49,15,73,57,25,73,95,97,75,62,8,4,94,70,4,83,79,38,87,54,95,16,22,23,55,22,76,61,60,55,2,97,12,43,74,68,21,37,27,6,24,20,7,100,48,48,85,53,86,49,19,66,25,4,22,49,19,21,7,86,25,34,7,88,96,25,88,87,79,58,43,17,35,26,92,54,48,81,79,64,61,49,92,83,23,83,62,15,11,87,11,59,39,35,4,87,28,11,59,100,85,77,99,28,73,41,94,82,95,70,8,60,60,99,98,49,68,88,78,75,23,35,22,15,77,39,20,30,96,82,45,52,40,37,78,7,61,19,68,91,62,59,1,77,66,12,99,41,67,75,80,31,56,89,79,51,85,65,96,86,85,4,44,65,80,20,56,94,43,4,49,37,59,95,48,59,53,83,63,64,87,34,7,89,61,31,95,68,23,3,50,94,17,7,20,2,22
52,94,35,100,36,72,13,21,57,60,25,21,3,79,66,36,55,52,9,10,25,68,51,36,71,37,58,55,73,83,66,13,35,81,85,77,59,2,16,7,95,13,52,67,12,38,12,50,100,4,18,45,12,97,39,26,1,22,65,87,9,64,80,39,12,44,73,5,9,94,16,31,70,24,23,76,2,22,99,97,41,4,62,64,98,80,97,20,25,44,60,31,48,50,6,66,1,32,39,9,61,64,32,93,34,12,7,3,67,7,22,60,78,27,89,63,37,44,16,72,22,56,77,96,52,16,45,54,40,91,23,94,21,74,51,34,3,97,50,4,97,99,4,4,17,77,41,32,62,80,90,95,50,35,37,45,32,49,9,99,17,47,50,45,27,9,8,37,40,44,47,52,98,56,25,88,16,74,41,39,58,54,47,72,95,75,55,9,47,90,34,22,27,69,84,60,27,34,19,70
27,20,35,31,19,10,69,22,19,8,64,2,58,93,69,98,66,65,12,33,65,58,95,94,96,16,25,60,81,22,27,86,25,97,30,33,90,81,78,67,85,68,49,97,60,77,66,76,89,91,95,95,89,89,87,80,100,61,81,92,73,46,52,73,63,100,90,60,51,82,77,69,68,64,51,38,34,19,53,5,97,41,75,18,71,21,83,41,10,54,10,8,14,16,52,28,21,99,2,54,65,70,40,9,85,73,18,98,59,18,81,42,87,38,67,15,78,44,0,43,22,27,91,96,91,26,74,6,36,100,34,53,57,70,77,95,52,38,8,68,58,66,6,18,40,88,70,72,13,34,18,76,4,91,56,72,89,49,12,100,71,37,79,91,54,12,57,86,56,21,41,69,83,66,42,55,22,41,43,63,56,20,100,90,88,47,49,42,93,45,39,58,23,56,46,57,25,9,10,14
57,58,34,19,3,16,96,62,68,58,46,6,89,92,45,30,81,50,53,62,31,68,85,17,64,75,82,52,64,15,28,15,95,70,34,67,76,23,35,82,50,1,89,68,32,4,58,63,68,94,9,1,72,28,74,3,88,44,92,7,49,75,72,74,41,20,35,13,42,99,98,33,16,62,60,91,45,70,33,91,89,16,18,4,67,54,67,15,8,69,27,69,34,52,5,86,78,34,82,52,85,40,40,94,72,2,24,88,70,20,37,96,62,1,11,67,100,58,18,90,98,37,2,73,95,16,25,17,76,45,58,29,65,94,85,26,35,79,12,18,89,72,16,84,34,69,78,72,99,54,99,85,76,45,40,33,73,13,18,15,32,77,75,25,22,56,20,39,42,60,90,66,21,62,85,33,72,98,3,54,90,62,34,47,42,38,95,1,5,98,87,8,76,7,10,76,43,45,72,55
66,91,60,10,97,85,69,83,44,63,30,35,58,25,65,59,21,94,40,5,6,30,83,100,52,60,89,57,72,68,30,30,17,68,67,72,87,60,12,44,61,76,38,80,14,55,27,74,48,16,89,3,34,31,46,44,82,19,20,6,60,4,39,90,49,75,43,51,62,71,15,55,24,13,40,94,71,99,80,29,75,57,60,19,1,46,85,27,29,61,51,26,42,24,52,66,17,39,8,17,4,31,62,7,39,47,20,39,11,88,64,36,52,31,98,54,69,15,6,66,92,68,66,91,23,28,100,88,32,4,74,6,25,10,29,13,76,52,70,7,83,96,38,64,5,79,31,97,17,75,86,87,78,76,71,69,97,95,29,22,83,97,30,62,24,70,75,29,85,9,11,23,91,80,8,4,97,30,45,25,61,17,27,33,43,98,15,97,100,19,70,48,93,80,22,27,95,21,40,56
10,45,98,51,4,38,8,11,16,55,38,69,41,84,22,11,2,39,33,21,83,56,15,91,43,37,56,99,41,35,24,20,99,91,58,34,24,23,86,37,44,30,72,25,51,78,59,35,56,66,20,56,45,91,22,33,24,39,78,54,53,73,62,99,14,46,93,74,42,38,100,26,46,47,73,35,11,31,20,53,95,59,32,83,65,63,74,25,76,2,74,6,63,75,80,28,93,14,70,61,26,67,33,48,89,72,35,98,68,77,23,90,66,77,22,80,91,51,69,42,83,77,34,25,32,25,25,99,28,78,77,69,29,84,75,15,82,55,14,28,88,24,94,4,8,96,9,49,40,93,35,15,34,78,80,64,33,36,10,83,23,57,88,66,47,51,63,41,6,3,8,77,32,91,54,48,94,95,29,5,97,69,7,46,57,23,16,8,56,86,67,45,60,43,99,9,89,95,20,19
61,98,53,62,24,5,96,67,13,8,18,100,34,59,16,16,56,81,58,49,54,3,74,4,15,60,21,54,87,67,12,97,8,12,35,88,55,99,47,69,68,28,75,40,63,19,48,79,80,81,72,28,14,28,49,62,72,45,70,5,20,5,97,5,21,87,45,21,89,75,91,5,19,78,38,17,100,53,19,10,97,75,27,96,76,39,97,82,44,80,72,2,2,54,16,4,87,4,93,30,92,97,36,70,100,9,24,81,51,2,89,8,100,60,48,10,10,55,73,3,75,61,46,46,23,59,62,30,12,21,24,50,22,19,82,17,19,15,84,45,54,23,85,64,57,48,28,91,11,86,90,99,98,90,14,46,13,21,41,68,16,33,23,64,53,96,76,42,95,79,56,53,29,54,91,44,6,24,16,87,39,55,53,48,55,51,90,36,18,48,58,79,34,72,86,1,19,60,18,53
